Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,$61K-$100K (Glassdoor est.),"Who we are:


automotiveMastermind currently provides U.S. automotive dealers with AI/behavior prediction analytics software and marketing solutions that improve the vehicle purchase process and results. The company’s cloud-based technology helps dealers precisely predict automobile-buying behavior and automates the creation of microtargeted customer communications, leading to proven higher sales and more consistent customer retention. In 2017 we were acquired by IHS Markit.

IHS Markit serves more than 50,000 key customers in more than 140 countries, including 80 percent of the Fortune Global 500. They help decision makers apply higher-level thinking to daily tasks and strategic issues across a host of industries and disciplines including energy, finance, automotive, engineering, technology, maritime and trade, aerospace and defense, chemical, and economics and country risk.

What we do:


Our proprietary software-as-a-service helps automotive dealerships and sales teams better understand and predict exactly which customers are ready to buy, the reasons why, and the key offers and incentives most likely to close the sale. Its micro-marketing engine then delivers the right message at the right time to those customers, ensuring higher conversion rates and a stronger ROI.


What you will do:

Design, execute, and evaluate experiments
Automate workflows and apply scientific methods to solve business and engineering problems
Perform analyses on large sets of data to extract actionable insights that will help drive decisions across the business
Communicate data-driven insights and recommendations to non-technical stakeholders
Work closely with product owners, designers, data engineers, marketing teams and others across the company
Work on challenging projects using cutting-edge technologies
Bring analytical rigor and statistical methods to the challenges of measuring quality, improving products, and understanding the behavior of end-users
Be the subject matter expert and propose new ideas
Who you are:

We are looking for talented individuals to join our team in building the analytical components of our software that at heart of it uses data analytics and machine learning
MS or PhD in a quantitative discipline (e.g., statistics, operations research, computer science, mathematics, physics, electrical engineering, industrial engineering)
Minimum 1 year of work experience
2+ years of industry experience
Experience presenting insights to executives and non-technical audiences around product analytics results into business recommendations
Applied experience with data analysis and machine learning (such as logistic regression, random forest, gradient boosting, clustering) on large datasets
You have the technical competence to perform advanced analytics:
Python/R
SQL
Apache Airflow
Experience designing and implementing machine learning pipelines in production environments
Demonstrated willingness to both teach others and learn new techniques
You are able to work independently but have great collaboration skills
You believe in what you do and feel a vested interest in company’s success
Bonus if you have the following experience:
Developed and implemented experimentation pipeline
Developed and implemented recommender engine in production
Delivered and implemented production quality code
Understanding of microservice design
Expected Hours of Work:


This is a full-time position. Generally, work is performed Monday through Friday, though holidays and weekends may be required.

We believe in equal employment opportunities:


The company provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, the company complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

The company expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of the company’s employees to perform their job duties may result in disciplinary actions up to and including discharge.

-----------------------------------------------
IHS Markit is committed to providing equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by the laws and regulations in any of our locations.

We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a case-by-case basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and follow-up.

IHS Markit maintains a substance-free workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the E-Verify Program to confirm eligibility to work.

For information please click on the following links:

IHS Markit Business Code of Conduct
Right to Work
EEO is the Law
EEO is the Law Supplement
Pay Transparency Statement

-----------------------------------------------

Current Colleagues

If you are currently employed by IHS Markit, please apply internally via the Workday internal careers site.",3.5,"IHS Markit
3.5","New York, NY","London, United Kingdom",10000+ employees,2016,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Thomson Reuters, International Data Group"
Data Scientist,$81K-$140K (Glassdoor est.),"As a Data Scientist, you will play a critical role in executing the global eCommerce growth agenda. You will be tasked with identifying, designing, and implementing data science/machine learning solutions to business problems. You will collaborate with the larger data science and analytics teams to create a robust, shared code base; on which we will build automated eCommerce systems. You will work with internal business stakeholders and strategic partners to identify opportunities for collaborative development and foster a data-driven culture between relevant teams.

Responsibilities
Work with the larger data science team to analyze large data sets and develop custom models/algorithms to uncover trends, patterns and insights
Write clean, organized machine learning code using standard software engineering methodologies
Provide critical thought leadership to enhance organizational capabilities by utilizing big and small data; work with DSA team members to identify and execute on opportunities for enhancement
Qualifications/Requirements
Education in a computer science/math related technical field (Masters preferred, bachelors minimum)
Development experience in Python Experience and or familiarity NumPy, Pandas, Sklearn, SQL/NoSQL databases
Experience using Tensorflow or similar framework to design custom deep learning systems
Expert in mathematical models underlying data science methods, understanding the trade-offs between different solutions Candidate should be a competent software engineer capable of contributing to our software repository and owning/leading complex ML software projects Experience in designing systems to solve business problems
Demonstrated ability to effectively and concisely communicate with both business and technical audiences Bonus points for deep RL or NLP experience
Powered by JazzHR",-1.0,ALIN,"New York, NY","Noida, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Scientist,$108K-$171K (Glassdoor est.),Advanced degree in Data Science Statistics Computer Science or similar Extensive experience as a Data Scientist Proficiency in R or Python where the former is preferred Indepth understanding of SQL Competent in machine learning principles and techniques Demonstrable history of devising and overseeing datacentered projects Ability to relay insights in laymans terms such that these can be used to inform business decisions Outstanding supervision and mentorship abilities Capacity to foster a healthy stimulating work environment that frequently harnesses teamwork Advanced degree in Data Science Statistics Computer Science or similar Extensive experience as a Data Scientist Proficiency in R or Python where the former is preferred Indepth understanding of SQL Competent in machine learning principles and techniques Demonstrable history of devising and overseeing datacentered projects Ability to relay insights in laymans terms such that these can be used to inform business decisions Outstanding supervision and mentorship abilities Capacity to foster a healthy stimulating work environment that frequently harnesses teamwork,3.5,"e-IT Professionals Corp.
3.5","Foster City, CA","Canton, MI",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),-1
Data Scientist,$112K-$179K (Glassdoor est.),"Hi,

Greetings of the Day!!!

Looking for Data Scientist for below requirement.

Job Title: Data Scientist with SQL, Python, R, Tableau.

Location: Manhattan, NY

Duration: 12 Months Plus

Interview Mode: F2F Mandatory.

Description:

Experience requirements
5+ years as a data scientist leading efforts to identify relevant questions, collect data from a multitude of different data sources, organize the information, translate results into solutions, and communicate findings in a way that positively affects decisions
5+ years working with SQL, Python, R, Tableau and other data science programing languages and tools
Strong quantitative and problem-solving skills
Experience and passion for data wrangling, data cleaning, and ETL
Experience working with administrative data sets
Experience with statistical modelling and machine leaning analysis
Experience with Bayesian analysis
Proficiency in GIS concepts and software (ArcGIS, Google Maps, QGIS, Carto)
Attention to detail for documenting work processes and writing clear instructions for technical tasks
Ability to distill complex material into actionable recommendations
Excellent written and oral communication skills
JOB Duties

Â Develop SQL and Python queries to analyze the completeness and quality of key data elements in StreetSmart, including demographics, caseload history, mental illness diagnoses, and substance abuse details

Â Develop and monitor a data cleaning prioritization plan, working with a data analyst dedicated to data cleaning

Â Manipulate and analyze administrative data in order to predict outcomes and make data-driven recommendations

Â Apply statistical and data mining techniques to conduct performance audits, trend analysis, and predictive analytics using StreetSmart data

Â Collaborate with team members to develop novel strategies for technical analysis

Â Evaluate ethical implications of design choices for predictive analytics models and automated decision support systems

Â Create and present compelling reports to stakeholders based upon project findings and methods

Â

If interested, kindly do share profiles to madhavi(at)impetususa(dot)com",4.8,"TechProjects
4.8","New York, NY","North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,$63K-$111K (Glassdoor est.),"Job Description

About the Role: This is a rare opportunity to join a small but fast-growing team, where you will play a major role in shaping Biz2Credit?s future. We?re looking for an exceptional candidate that is excited about the opportunity to build a next-generation financial services business. We believe that there is a tremendous opportunity to leverage cutting-edge data science to inform smarter, faster decision making.

As a Biz2Credit Data Scientist, you will shape the company?s data-centric culture, work closely with our engineering team to develop our analytics infrastructure, and collaborate closely with our Chief Data Officer on developing, validating, and automating our customer conversion and underwriting models. While a background in financial services is not required, you must be passionate about tackling complex data challenges for the benefit of small and medium businesses everywhere.

YOU WILL:
Drive the ongoing advancement and refinement of Biz2Credit?s credit decisioning & pricing model - optimizing risk and return while dramatically reducing decision cycle times.
Continuously evaluate alternative data sources and structures to document and improve the efficacy of our customer conversion models and processes.
Harness the power of Biz2Credit?s technology to proactively identify emerging risks as well as opportunities with our customers.
Play a leadership role in the design and implementation of ongoing operational and risk reporting and analytics.
Work on data projects and proposals involving Biz2Credit?s financial services partners worldwide (banks, non-banks, debt investors, equity investors and others) to analyze, classify and visualize credit-related data.
WE'RE LOOKING FOR SOMEONE WITH:
Degree in Statistics, Applied Mathematics, Engineering, Computer Science or other quantitative fields from leading university; Advanced degree preferred.
2- 4 years experience performing quantitative analysis within self-directed roles.
Practical hands-on experience in the development and implementation of new predictive models and comfortable in learning new statistical tools and techniques.
Ability to visualize and communicate sophisticated data and models to all audiences.
Specific demonstrated experience, knowledge, accuracy and speed of execution in Powerpoint, Excel, Excel VBA and R (knowledge of other programming knowledge and/or Stata is a plus) Highly motivated, versatile, capable of working independently with demonstrated initiative.",4.0,"Biz2Credit Inc
4.0","New York, NY","New York, NY",201 to 500 employees,2007,Company - Private,Lending,Finance,$100 to $500 million (USD),"Fundera, Bond Street, OnDeck"
Data Scientist,$75K-$126K (Glassdoor est.),"PeoplesBank is the largest mutually chartered bank in Western Massachusetts and a leader in green values, sustainable energy financing, and charitable giving. Come join our team of dedicated individuals who want to contribute to a dynamic, successful organization.

Data Scientist

Schedule:Monday through Wednesday and Friday8:30am-4:30pm, Thursday 8:30am-5:00pm

Responsibilities:

·Analyze, interpret and visualize complex datacreating conceptual, logical and physical data models to determine the most appropriate method to represent data for business consumption

·Lead analytic projects and track overall performance of assigned projects including conversion rates and retargeting; recommend process and procedure improvements as a result of analytics.

·Manage the Marketing platform by working closely with the marketing team to identify opportunities and implement campaigns for the Marketing team.

·Manage ad hoc analyses to supportbank wide initiatives

·Direct and perform a variety of advanced analyses including data mining and research; provide recommendations based on key findings.

·Work with Data Liaisons to manage and improveexisting customer data points to identify customer demand and trends to drive strategy. Create dashboards to provide on demand tracking of bank wide KPI’s and metrics. Evaluate the data and determine and recommend next steps based off this information.

·Manage large& complex analytical projects, data exploration, model building& testing.

·Work cross-functionally with multiple internal teams developing strong working relationships and have a hands-on mentality.

·Explore new data sources, analytical techniques and industry trends to ensure ongoing competitive advantage.

·Measure and report performance of bank promotions and assess against goals; Identify trends and insights and make recommendations to optimize performance based on insights.

·Manage, develop and build models that lead to better business insights and recommendations. Understand customer patterns and behavior and provide insight on customer experience, customer retention, customer acquisition and utilization strategies. Provide recommendations based on the analysis.

·Create new and manage existing folders, reports, dashboards, and agents in the data management system to ensure timely and accurate data reporting for use by bank managers for decision purposes.

·Completes all yearly compliance training and testing and complies with bank, federal, and state regulations.Adheres to departmental and bank-wide service standards.

·Adheres to departmental and bank-wide service standards. Complies with Bank Policies and Procedures

The Data Scientist will be involved in articulating data-driven solutions that inform decision making, and in developing methods or processes for implementation and targeting. The Data Scientist will be expected to have a deep understanding of analytical methodologies in order to complete unstructured assignments with little supervision.

The Data Scientist has impact on identifying customer behavior and targeting analysis. The Data Scientist provides insight for a variety of bank wide initiatives based on data analysis on both the front end and back end. The position will also be expected to take that data and proactively provide recommendations for next steps utilizing the data. Inaccurate reporting of data provided to Senior Management could result in misinformed decision making significantly impacting the financial or operational performance of the bank. Failure to adequately safeguard customer information could result in negative regulatory sanctions.

Education and/or Experience:

Generally requires a Master’s degree, preferably, in business administration, finance, or data/information sciences plus five to ten years of relevant experience or an equivalent combination of education and experience.

Computer Skills:

Proficient in Microsoft Office Suite. Proficient in database management, report writing software (such as Oracle Business Intelligence) and SQL. General knowledge of other computer applications and banking core processing systems. Possesses understanding in the areas of application programming, database and system design. Understands how legacy and web-based systems interface with each other.

Other skills and knowledge
Bring a strong background with proven experience in digital analytics, measurement, modeling, and data quality.
Solid Analytical/statistical skills. Ability to think deeply about statistical issues as well as business and marketing implications.
Passion to self-educate and keep up-to-date on the latest Analytics trends in marketing, banking and other fields.
Excellent attention to detail, data accuracy, and quality of output. Proactively seeks opportunities to serve in leadership roles while serving as a role model.
Time Management:Strong time management skills, proficiency in prioritizing, scheduling and managing multiple project schedules and different levels of criticality.",4.2,"PeoplesBank
4.2","Holyoke, MA","Holyoke, MA",201 to 500 employees,1885,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1
Data Scientist Manager,$110K-$184K (Glassdoor est.),"5-10 years professional work experience as a data scientist or on advanced analytics / statistics projects.

Preferred sector focus with 3 years’ experience in one of the following industries: Aerospace & Defense, Automotive, Banking, Consumer Products & Retail, Financial Services, Healthcare, High Tech, Industrial Products, Insurance, Life Sciences, Manufacturing, Public Sector, Telecom, Media & Entertainment, and Energy & Utilities.

Master’s degree from top tier college/university in Computer Science, Statistics, Economics, Physics, Engineering, Mathematics, or other closely related field.

PhD preferred.

Strong understanding and application of statistical methods and skills: distributions, experimental design, variance analysis, A/B testing, and regression.

Statistical emphasis on data mining techniques, Bayesian Networks Inference, CHAID, CART, association rule, linear and non-linear regression, hierarchical mixed models/multi-level modeling, and ability to answer questions about underlying algorithms and processes.

Experience with both Bayesian and frequentist methodologies.

Mastery of statistical software, scripting languages, and packages (e.g. R, Matlab, SAS, Python, Pearl, Scikit-learn, Caffe, SAP Predictive Analytics, KXEN, ect.).Knowledge of or experience working with database systems (e.g. SQL, NoSQL, MongoDB, Postgres, ect.)

Experience working with big data distributed programming languages, and ecosystems (e.g. S3, EC2, Hadoop/MapReduce, Pig, Hive, Spark, SAP HANA, ect.)Expertise in machine learning algorithms and experience using the following ML techniques: Logistic Regression, Decision Trees, Random Forests, Gradient Boosting, SVMs, Time Series, KMeans, Clustering, NMF).

Preferred experience with NLP, Graph Theory, Neural Networks (RNNs/CNNs), sentiment analysis, and Azure ML..

Experience building scalable data pipelines and with data engineering/ feature engineering.

Preferred experience with web-scrapping.

Experience building and deploying predictive models.

Expertise using PowerPoint and clearly articulating findings/ presenting solutions.

Excellent team-oriented interpersonal skills and demonstrated leadership.

Proven track record delivering successful data science projects and working with global teams.

Demonstrated leadership by building Data Science teams and fostering growth.

Candidates should be flexible / willing to work across this delivery landscape which includes and not limited to Agile Applications Development, Support and Deployment.
Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Capgemini.

(Includes Data Modeler, Data Miner.) Responsible for importing, cleaning, transforming, validating and modeling data with the purpose of understanding and drawing conclusions from data (may be presented in charts, graphs, and/or tables). Also, design and develop relational databases for collecting and storing data and build and design data input and data collection mechanisms.

Required Skills and Experience:

You Supervise, mentor, guide other data analysts. Represent data analyst team in project team meetings.

• Qualifications: 7 – 10 (3 years min relevant experience in the role), Bachelor’s Degree.

• Must have experience in Software Engineering Techniques, Software Engineering Architecture, Software Engineering Lifecycle and Data Management.

• Should be proficient in Business Analysis, Business Knowledge, Software Engineering Leadership, Architecture Knowledge and Technical Solution Design.
Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.
This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.
Click the following link for more information on your rights as an Applicant - http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law

About Capgemini
A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50 year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion.
Visit us at www.capgemini.com. People matter, results count.",3.8,"Capgemini
3.8","New York, NY","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria"
Data Engineer,$76K-$145K (Glassdoor est.),"Data Engineer

Job Details
Level
Experienced
Job Location
New York (Home Office) - New York, NY
Position Type
Full Time
Education Level
4 Year Degree
Salary Range
Undisclosed
Travel Percentage
Undisclosed
Job Shift
Day
Job Category
Information Technology
Description
Greater New York Mutual Insurance Company (""GNY"") is an A+ rated, financially stable and growing property casualty insurance company with locations throughout the Northeast. We are currently looking for a dynamic and highly motivated Data Engineer for our New York office.

Responsibilities:
Develop, construct, test, and maintain architectures, such as databases and analytic environments and platform required for structured, semi-structured and unstructured data
Design and develop data pipelines that deliver accurate, consistent, and traceable datasets for data science projects
Support regular and ad-hoc data needs for data scientists
Provide recommendations and implement ways to improve data reliability, efficiency, and quality
Qualifications
Bachelor’s or Master’s degree obtained from an accredited institution preferably in Computer Science, Computer Engineering, and Software Engineering, Data Science, or a related field
3-5 years of professional experience in data science or related field
Experience in database deployment and management and proficient in SQL
Experience in data warehousing and ETL (Extract, Transform, and Load)
Proficient in R, Python, VBA, Excel and Word
Excellent oral and written communication skills",3.7,"GNY Insurance Companies
3.7","New York, NY","New York, NY",201 to 500 employees,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Travelers, Chubb, Crum & Forster"
Data Scientist,-1,"Watchful is a platform that makes machine teaching easy, scalable, and automated. The biggest blocker to delivering ML models in production is no longer the algorithms, but the data (or lack thereof) to train the models. Currently, this has been solved by scaling-out human annotators or labelers and there are a number of managed services that have risen to meet this need. However, for use cases that require specific context (intelligence, legal, cyber, etc.) and/or is based on sensitive or classified data, these solutions are untenable.

Watchful is a disruptive automated annotation platform that puts the power back in the hands of data scientists and subject matter experts to label orders of magnitude more data, in orders of magnitude less time.

We are backed by some of the best investors in tech - Foundation Capital, Quest Venture Partners, FF VC, and Haystack. We are currently hiring engineers and data scientists to join our focused team. We have a number of pilot customers and are currently working towards launching a private beta in Q1 2020, with a wider release slated for Q2/Q3 2020. Engineers and Data Scientists who join us can expect to work with an extremely interesting technology stack (ClojureScript/Rust/Python), touch exotic environments, and solve deep pains for our users across a number of verticals.

We're looking for qualified Data Scientists to help us build the next evolution of our ML stack. Specifically, you might work on our ""Statistical label model"", Explainability & Feedback Loop, Data Exploration functionality, and other core areas of our product. We use Unsupervised, Active, Transfer, and Weakly Supervised learning in various capacities throughout our product so you'll have an opportunity to touch many different forms of machine learning across our stack.


As a company, we focus on having a healthy work-life balance and supporting an environment where the best ideas win, regardless of who came up with them. Our team is passionate about both self and team improvement, and we’ve cultivated a supportive culture that gets results.
About You
You have 3+ years of experience working on Machine/Deep Learning systems in a professional capacity
You have real-world experience using PyTorch, Tensorflow, or some other framework
Bonus: You have a PhD/MS with relevant experience in the field of Machine Learning or Deep Learning
Bonus: You have a deep background in Statistics or Probability Theory
Bonus: You have experience with one (or more) of: Active, Transfer, or Weakly Supervised learning
Bonus: You know Clojure, Rust, or Python
This is a role at an early stage startup, so you'll have opportunities to work on very high-impact projects and have significant ownership of the product. You'll work with our founding team members who all hail from marquee tech companies (i.e: Facebook/LinkedIn/Splunk) and were previously in senior positions.



This is a role at an early stage startup, so you'll have opportunities to work on very high-impact projects and have significant ownership of the product. You'll work with our founding team members who all hail from marquee tech companies (i.e: Facebook/LinkedIn/Splunk) and were previously in senior positions.",4.4,"Watchful
4.4","San Francisco, CA","Apopka, FL",1 to 50 employees,-1,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,-1
Process Development Scientist,-1,"QUALITY CONSULTING GROUP, a leader in the pharmaceutical, biotech, medical devices and manufacturing industry, is looking for a talented, highly motivated and enthusiastic to join our team. In this role, youll work with a highly enthusiastic team, contributing in a world-class manufacturing industry in Puerto Rico.

You'll be a fit for this job if you have:
Bachelors degree in Life Sciences or Engineering.
5 years of Scientific experience.
Fully Bilingual (written and speaking).
In this position you'll:
Conceives and designs, executes or evaluates, and interprets experimental strategies.
Provides input to new processes to generate robust and reliable data.
Designs, monitors or conducts experimental strategies with general guidance from supervisor.
Provides data analysis and interpretation and assesses impact of the data on the project.
Keeps current in field of scientific expertise and areas relevant to their function.
Monitors field of expertise, including literature and technology development, and communicates relevant observations.
May introduce advanced scientific methods.
Develops and implements new and novel protocols to address specific issues.
Advises or assists others in experimental design and/or interpretation/diagnosis of data and implementing innovative remedies.
May assume lead role in department-wide support efforts such as safety, recruiting and committees.
May develop supervisory and mentoring skills. Develops and follows timelines for completing project teamwork.
To get hired at QUALITY CONSUTING GROUP, you MUST be:
Process Validation
Formulation Knowledge
Technical Writing
PI Vision System
The details:
We're a growing 60+ person company.
We are actively looking for the best candidate.
We accept applications and RESUMEs
Positions Available: One (1)

Powered by JazzHR",5.0,"Quality Consulting Group
5.0","Juncos, PR","Guaynabo, PR",51 to 200 employees,2011,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),"Ultimate Solutions, Flexible & Integrated Technical Services, Mentor Technical Group"
Data Scientist,$70K-$118K (Glassdoor est.),"Hello Associates,

*****Greetings from Conch Technologies*****

Â

Title: Data Scientist

Length: 12+ month's contract

Location:ÂWaltham, MA

Inperson Must

Responsibilities:
Lead major projects from conception to completion, working with multiple teams of stakeholders directly to understand and address their analytic needs.
Identify, extract, and integrate data sets ranging in size from spreadsheets to big data; prepare and clean data for use in advanced analysis.
Employ sophisticated analytics programs, machine learning, and statistical methods for predictive and prescriptive modeling, forecasting, and simulations.
Develop structured, documented, version-controlled code that enables automation and post-roll out customer self-service reports.
Contribute toward the strategic vision for shaping the Data Science Team of tomorrow.
Be intellectually curious and enjoy learning.
Works well in a team.
Qualifications:
5+ years of experience in business environment as a data scientist/business analyst/quantitative analyst and a Bachelors degree; or 5+ years of similar experience and a Masters degree; or 3+ years of similar experience and a PhD.
Experience leading projects and/or teams.
Demonstrated ability to communicate and interact with business stakeholders
Demonstrated ability to translate technical knowledge into business terms
Fluency in: Machine learning tools, techniques, visual basics, and writing macros. Python object-oriented programming/development, SQL and NoSQL.
Demonstrated ability to utilize Data Mining techniques to segment/classify customers, predict likelihood of product adoption, and profile customer base from not only an algorithmic standpoint, but a conclusion and insight drawing perspective, from tools and data that do not lend themselves to algorithmic solutions is required
Can query, clean, and merge datasets from various sources
Strong Statistical and Mathematical background is required:
Math (e.g., linear algebra, calculus, and probability)
Statistics (e.g., hypothesis testing, descriptive statistics, etc
Preferred Skills and Experience:
Familiar with cloud computing in Linux environment (Azure / AWS is a plus)
Strong Business Analytics background (NPV, DCF, and Cost Benefit Analysis)
Regulated utility experience
Big data frameworks (Hadoop, Spark, Hive)
NoSQL experience
Experimental Design experience
GIS knowledge (ArcGIS is a plus)
Interactive visualization tools (Tableau / Power BI is a plus)
Knowledge of Agile frameworks
Ability to learn multiple programming languages/database engines in addition to those required above for the purposes of analyzing and using data; not software development.
Can describe machine learning tools and techniques (supervised and unsupervised) to a non-technical audience
Additional Requirements:

Candidate may be subject to background check and drug test.

Â
With Regards,
Â
NageeshÂGÂ
Main:Â901-313-3066
Email:Ânagesh@conchtech.com
Web:Âwww.conchtech.comÂ",4.6,"Conch Technologies, Inc
4.6","Waltham, MA","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1
Senior Data Scientist,$94K-$153K (Glassdoor est.),"Medidata: Conquering Diseases Together

Medidata is leading the digital transformation of life sciences, creating hope for millions of patients. Medidata helps generate the evidence and insights to help pharmaceutical, biotech, medical device and diagnostics companies, and academic researchers accelerate value, minimize risk, and optimize outcomes. More than one million registered users across 1,400 customers and partners access the world's most-used platform for clinical development, commercial, and real-world data. Medidata, a Dassault Systèmes company, is headquartered in New York City and has offices around the world to meet the needs of its customers. Discover more at www.medidata.com.

Acorn AI is one of the largest AI companies exclusively dedicated to life sciences. It’s built on Medidata’s platform that includes the industry’s largest structured, standardized and growing clinical trial data repository consisting of 17,000+ trials and 4.5M patients. Our team is composed of over 40 PhD/Masters statisticians, data scientists, analytical product leads, former FDA biostatisticians and computational genomicists.

Your Mission:

AcornAI’s is looking for individuals who will help us tackle some of the most complex questions facing the industry today using our proprietary AcornAI platform and advanced analytics. In this role, you will research and develop statistical models. At AcornAI, we never work alone. This role will partner heavily with all of the key stakeholder functions including Product, Delivery, Engineering, partnerships and Biostatistics. Successful candidates will be skilled in analytical/quantitative thinking, structured communication and excited about building the next horizon of Medidata’s journey of powering smarter treatments and healthier people.
Solve some of the most complex problems in healthcare, translating complex data into meaningful insights
Design, develop and validate statistical models for novel medical applications. Areas of team focus include Clinical Trial analytics
Provide support functions around model-building, including data cleaning and code review
Ability to understand and peer review complex, multivariable statistical models and data analytics solutions using machine learning algorithms
Ability to work independently on complex and diverse issues and propose solutions
Bring to production developed methods and code for integration with existing/new products
Work directly with our team comprised of the brightest minds in technology, research and mathematics as well as senior interfaces from leading life sciences companies across the globe
Your Competencies:
Ability to translate business challenges into data pipelines & model framework, owning and driving successful projects
Strong verbal and written communication; collaborative focus
Fluency in statistical tools and programming languages that allow you to be self-sufficient in handling data (R, Python, SQL)
Ability to apply Machine Learning techniques (classification, regressions, feature selection etc.)
Your Education & Experience:
Masters or Ph.D. in Math, Statistics, Computer Science, Physics, Engineering, Bioinformatics or another quantitative field with a strong foundation in statistical methodology
2-3+ years of experience with statistical analysis in a healthcare related field
Experience with large healthcare datasets, Machine Learning techniques (classification, regressions, feature selection etc.)
Experience using Git version control
Medidata is making a real difference in the lives of patients everywhere by accelerating critical drug and medical device development, enabling life-saving drugs and medical devices to get to market faster. Our products sit at the convergence of the Technology and Life Sciences industries, one of most exciting areas for global innovation. Nine of the top 10 best-selling drugs in 2017 were developed on the Medidata platform.

Medidata’s solutions have powered over 14,000 clinical trials giving us the largest collection of clinical trial data in the world. With this asset, we pioneer innovative, advanced applications and intelligent data analytics, bringing an unmatched level of quality and efficiency to clinical trials enabling treatments to reach waiting patients sooner.

Medidata Solutions, Inc. is an Equal Opportunity Employer. Medidata Solutions provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity, national origin, age, disability status, protected veteran status, or any other characteristic protected by the law. Medidata Solutions complies with applicable state and local laws governing non-discrimination in employment in every location in which the company has facilities.

#LI-AS1",4.3,"Medidata Solutions
4.3","New York, NY","New York, NY",1001 to 5000 employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),Oracle
